overall,reviewText,summary,documents
4.0,"I have been using Kiss My Face products for years and Jump Start is one of my favorites. It is a very light face wash that lathers gently while cleansing and clarifying your skin.  There are things like lemongrass, lavender and tea tree oil that leave your skin stimulated, cleansed and refreshed.  The exfoliant in it is very light so you won't feel like you're scraping your skin off at all, but you will definitely see the difference and the glow after the first use.  I really like the fact that it's an organic product that is not tested on animals...that makes my conscience feel good!",A great exfoliator for combination or sensitive skin!,"['use', 'kiss', 'face', 'product', 'year', 'jump', 'start', 'one', 'favorite', 'light', 'face', 'wash', 'lather', 'gently', 'cleanse', 'clarify', 'skin', 'thing', 'like', 'lemongrass', 'lavender', 'tea', 'tree', 'oil', 'leave', 'skin', 'stimulate', 'cleanse', 'refresh', 'exfoliant', 'light', 'wo', 'nt', 'feel', 'like', 'scrape', 'skin', 'definitely', 'see', 'difference', 'glow', 'first', 'use', 'really', 'like', 'fact', 'organic', 'product', 'test', 'animal', 'make', 'conscience', 'feel', 'good']"
2.0,Was sent incorrect scent and used it had tried to get to a person and return it for the correct one but it was tqken so much time I couldnt't wait so iI used this scent any way. I don't know why no one checked it for the proper scent. I don't feel like this was appropiate.. - No reply for this..,I don't feel like this was appropiate,"['send', 'incorrect', 'scent', 'use', 'try', 'get', 'person', 'return', 'correct', 'one', 'tqken', 'much', 'time', 'couldntt', 'wait', 'ii', 'use', 'scent', 'way', 'nt', 'know', 'one', 'check', 'proper', 'scent', 'nt', 'feel', 'like', 'appropiate', 'reply']"
5.0,Smells like cologne,Smells good,"['smell', 'like', 'cologne']"
5.0,Smells good.,Smells.good.,"['smell', 'good']"
5.0,I'm a big fan of all AXE products.  Period.  Order it and make your sweetie happy.  You won't regret this buy.,Manly body spray that my wife loves,"['big', 'fan', 'axe', 'product', 'period', 'order', 'make', 'sweetie', 'happy', 'wo', 'nt', 'regret', 'buy']"
5.0,I think this smells great.  I bought this for my husband and he really likes it as well.  The only down side is that the price is definitely over the top!  As much as I love the smell the little can received is not worth the price I paid!,Love the way it smells,"['think', 'smell', 'great', 'buy', 'husband', 'really', 'like', 'well', 'side', 'price', 'definitely', 'top', 'much', 'love', 'smell', 'little', 'receive', 'worth', 'price', 'pay']"
5.0,My grandson received this and the dry antiperspirant as gifts as he loves this but has a hard time finding this particular scent in the stores,Gift,"['grandson', 'receive', 'dry', 'antiperspirant', 'gift', 'love', 'hard', 'time', 'find', 'particular', 'scent', 'store']"
1.0,The pic shows the old round top can which i wanted because the new can doesn't smell the same. Highly disappointed please sell what you advertise!!!!!!!!!!!!!!!,Not whats pictured,"['pic', 'show', 'old', 'round', 'top', 'want', 'new', 'nt', 'smell', 'highly', 'disappointed', 'please', 'sell', 'advertise']"
5.0,"Okay, Kilo has got to be the best AXE bodyspray out there.  One short spray is enough to last you for the better part of the day, plus it doesn't smell bad when you sweat.  Here's an overview:

Pros:
- Fresh, masculine scent
- A little goes a long way

Cons:
- Too much is overpowering in a bad way

Overall, great product.  You definitely get your bang for your buck.",Kilo: Best AXE Bodyspray,"['okay', 'kilo', 'get', 'good', 'axe', 'bodyspray', 'one', 'short', 'spray', 'enough', 'last', 'well', 'part', 'day', 'plus', 'nt', 'smell', 'bad', 'sweat', 'overview', 'pro', 'fresh', 'masculine', 'scent', 'little', 'go', 'long', 'way', 'con', 'much', 'overpower', 'bad', 'way', 'overall', 'great', 'product', 'definitely', 'get', 'bang', 'buck']"
5.0,"AXE BODY SPRAY: The best product around is ""Axe body spray."" It comes in a variety of scents, Apollo, Voodoo, Hypnotic, Phoenix, Orion, Gravity, Pulse, Essence, Dark Temptation, Instinct, and of course, Kilo. The Axe products are made by a British company called, ""Unilever."" They first started putting out their products in France in 1983, and slowly migrated their products to other countries, till it got introduced here in the US in 2001. Since then, Axe has been a big hit for many young and old.

AXE KILO SCENT: The main thing is, since every guy has a different preference in what scents he will like, you will have to go to the store and choose which one you like best. I bought the ""Axe Kilo"" yesterday, and I love it! It has a sort of fruit scent to it with a hint of Carmel. However, the scent is just right, where I believe most men, will like the Kilo scent. It smells really good to me, is not overpowering, yet is quite seductive to the females. The best part is, you should be able to like their products, as Unilever caters their Axe body sprays to guys of all ages.

If you are sunburned, or have a cut on your skin, I highly recommend that you don't use body spray. As it will burn like crazy due to the alcohol content.

HOW LONG DOES IT LAST: Since the scent is not super strong, I find the scent will last about a good 6-hours at least. If you require that a scent last all day long, I would refer you to a stronger product such as Axe Phoenix, or Axe Pulse.

CONCLUSION: I am really into the Axe products now, cause I find their scents to be some of the best on the market for men. Heck, I am planning on buying the Axe shower gell stuff next! I really like the Axe Kilo scent, and it covers up body odor well, when I'm not able to just take a shower. Would I buy Axe Kilo again? Absolutely with no hesitation! 5 out of 5",Axe Kilo = A Scent To Desire = A Scent To Remember,"['axe', 'body', 'spray', 'good', 'product', 'around', 'axe', 'body', 'spray', 'come', 'variety', 'scent', 'apollo', 'voodoo', 'hypnotic', 'phoenix', 'orion', 'gravity', 'pulse', 'essence', 'dark', 'temptation', 'instinct', 'course', 'kilo', 'axe', 'product', 'make', 'british', 'company', 'call', 'unilever', 'first', 'start', 'put', 'product', 'france', 'slowly', 'migrate', 'product', 'country', 'till', 'get', 'introduce', '-PRON-', 'since', 'axe', 'big', 'hit', 'many', 'young', 'old', 'axe', 'kilo', 'scent', 'main', 'thing', 'since', 'every', 'guy', 'different', 'preference', 'scent', 'like', 'go', 'store', 'choose', 'one', 'like', 'good', 'buy', 'axe', 'kilo', 'yesterday', 'love', 'sort', 'fruit', 'scent', 'hint', 'carmel', 'however', 'scent', 'right', 'believe', 'man', 'like', 'kilo', 'scent', 'smell', 'really', 'good', 'overpower', 'yet', 'quite', 'seductive', 'female', 'good', 'part', 'able', 'like', 'product', 'unilever', 'cater', 'axe', 'body', 'spray', 'guy', 'age', 'sunburn', 'cut', 'skin', 'highly', 'mend', 'nt', 'use', 'body', 'spray', 'burn', 'like', 'crazy', 'due', 'alcohol', 'content', 'long', 'last', 'since', 'scent', 'super', 'strong', 'find', 'scent', 'last', 'good', 'hour', 'least', 'require', 'scent', 'last', 'day', 'long', 'would', 'refer', 'strong', 'product', 'axe', 'phoenix', 'axe', 'pulse', 'conclusion', 'really', 'axe', 'product', 'cause', 'find', 'scent', 'good', 'market', 'man', 'heck', 'planning', 'buy', 'axe', 'shower', 'gell', 'stuff', 'next', 'really', 'like', 'axe', 'kilo', 'scent', 'cover', 'body', 'odor', 'well', 'able', 'take', 'shower', 'would', 'buy', 'axe', 'kilo', 'absolutely', 'hesitation']"
4.0,"At first, it seems this stuff can smell strange, but, for me, it seem to get a lot better.  I wear it all the time, and I get no complaints.  :)",Pretty Good,"['first', 'seem', 'stuff', 'smell', 'strange', 'seem', 'get', 'lot', 'well', 'wear', 'time', 'get', 'complaint']"
3.0,"Product differs from image displayed. All said and done, this is the best product in the AXE range of bodysprays. Not overwhelming.",this is the best product in the AXE range of bodysprays,"['product', 'differ', 'image', 'display', 'say', 'do', 'good', 'product', 'axe', 'range', 'bodysprays', 'overwhelming']"
5.0,Husband loves it,For Him,"['husband', 'love']"
5.0,Kilo is amazing.,Five Stars,"['kilo', 'amazing']"
5.0,One of my favorite scents. Axe will probably discontinue it now!,Five Stars,"['one', 'favorite', 'scent', 'axe', 'probably', 'discontinue']"
5.0,"This was a Christmas gift, very hard to find body  spray in Kilo. I could find everything else but the spray., My husband loves it!","This was a Christmas gift, very hard to find ...","['christmas', 'gift', 'hard', 'find', 'body', 'spray', 'kilo', 'could', 'find', 'everything', 'else', 'spray', 'husband', 'love']"
5.0,Smells great on my boyfriend.,Great smelling,"['smell', 'great', 'boyfriend']"
5.0,On time.  Item as described.,On time.  Item as described.,"['time', 'item', 'describe']"
5.0,This is my Husbands favorite Axe and I must say I think it smells yummy on him ! Two thumbs up ;-),This is my Husbands favorite Axe and I must say I think it smells ...,"['husband', 'favorite', 'axe', 'must', 'say', 'think', 'smell', 'yummy', 'two', 'thumb']"
5.0,The best smell ever my Lil sons luv it,Five Stars,"['good', 'smell', 'ever', 'lil', 'son', 'luv']"
5.0,"I bought this on Amazon because I couldn't find it locally. The body spray came as advertised, and was undamaged. The scent is exactly what I was expecting, and I am pleased with my purchase.",and I am pleased with my purchase,"['buy', 'amazon', 'could', 'nt', 'find', 'locally', 'body', 'spray', 'come', 'advertise', 'undamaged', 'scent', 'exactly', 'expect', 'pleased', 'purchase']"
4.0,"First of all, get the 8831xl, NOT this 8825xl which simply isn't worth spending over $100 on.  That's the only reason I gave it just 4 stars instead of the perfect 5.  The 8831xl gets 5/5 stars.  You can always return any Norelco shaver within 2 months for a full refund, so get your hands on any Norelco Spectra shaver ASAP!
After buying the 8825, I found the 8831 on eBay and I called Norelco and asked what this unlisted model was all about.  They said it's a special model that they only sell to certain department stores, like Macy's, every now and then.  Anyway, the 8825 has only 45 mins of shaving time while the 8831 has 70 mins.  The 8831 package also includes a CAR CHARGER.  And thirdly, the 8831 is pearly white, not blue like the 8825.  Other than these three differences, THAT'S IT, no other differences whatsoever.  Oh wait, there is just one more difference... the price!  The 8825, which is Norelco's entry-level Spectra model, sells for over $100.  The 8831 sells on Ebay for about $60 shipped.  One of Norelco's top-of-the-line shavers for WAY under $100, are you kiddin?!  Nope, it's an absolute steal.  You might be wondering if I own both shavers now... nope!  I bought this 8825 first but then returned it to Norelco within 60 days for a full refund and then bought the 8831 on Ebay brand new for about $60 shipped.
The 8825 was my first electric shaver ever, and I really did need Norelco's recommended 3 weeks for my hair to get used to electric shaving.  By the way, all of the Spectra models shave the same, as they don't differ with their blades.  It's just that the higher models like 8890 and 8894 have fancy displays and bells and whistles, none of which make for a better shave than the 8825 or 8831.  Anyway, I was using Mach 3 razors for the past few years.  The Mach 3 was great for my face, but I rarely could ever get a close AND comfortable shave on my neck without irritating it and getting red bumps, and I could never comfortably shave every morning, it always had to be at least every 36 hours or every other day.  But with my new Norelco Spectra, now I can shave every morning without ANY irritation and I can also comfortably shave my neck CLOSER than a blade now.  Sixty bucks to feel like a million.  I'd say that's not a bad deal.  What do you think?","GET THE CHEAPER 8831XL, 50% more battery life + car charger!","['first', 'get', 'xl', 'xl', 'simply', 'nt', 'worth', 'spending', 'reason', 'give', 'star', 'instead', 'perfect', 'xl', 'get', 'star', 'always', 'return', 'norelco', 'shaver', 'within', 'month', 'full', 'refund', 'get', 'hand', 'norelco', 'spectra', 'shaver', 'asap', 'buy', 'find', 'ebay', 'call', 'norelco', 'ask', 'unlisted', 'model', 'say', 'special', 'model', 'sell', 'certain', 'department', 'store', 'like', 'macy', 'every', 'anyway', 'mins', 'shaving', 'time', 'mins', 'package', 'also', 'include', 'car', 'charger', 'thirdly', 'pearly', 'white', 'blue', 'like', 'three', 'difference', 'difference', 'whatsoever', 'oh', 'wait', 'one', 'difference', 'price', 'norelco', 'entrylevel', 'spectra', 'model', 'sells', 'sells', 'ebay', 'ship', 'one', 'norelco', 'topoftheline', 'shaver', 'way', 'kiddin', 'nope', 'absolute', 'steal', 'may', 'wonder', 'shaver', 'nope', 'buy', 'first', 'return', 'norelco', 'within', 'day', 'full', 'refund', 'buy', 'ebay', 'brand', 'new', 'ship', 'first', 'electric', 'shaver', 'ever', 'really', 'need', 'norelco', 'mended', 'week', 'hair', 'get', 'use', 'electric', 'shaving', 'way', 'spectra', 'model', 'shave', 'nt', 'differ', 'blade', 'high', 'model', 'like', 'fancy', 'display', 'bell', 'whistle', 'none', 'make', 'well', 'shave', 'anyway', 'use', 'mach', 'razor', 'past', 'year', 'mach', 'great', 'face', 'rarely', 'could', 'ever', 'get', 'close', 'comfortable', 'shave', 'neck', 'without', 'irritate', 'get', 'red', 'bump', 'could', 'never', 'comfortably', 'shave', 'every', 'morning', 'always', 'least', 'every', 'hour', 'every', 'day', 'new', 'norelco', 'spectra', 'shave', 'every', 'morning', 'without', 'irritation', 'also', 'comfortably', 'shave', 'neck', 'close', 'blade', 'sixty', 'buck', 'feel', 'like', 'million', 'say', 'bad', 'deal', 'think']"
5.0,"I just got my first Norelco model 8825 XL, after 7 years using a Braun 4501. I considered these two brands the top in the electrical shaving industry. In some aspects I founded the Norelco reigning over the Braun and in other aspects the Braun is much better. So, the question you should ask yourself is what type of hair are you trying to shave?
Let first look at the Norelco series:
The different between the Norelco's Spectra (8000 series), Quadra (7000 series), Advantage (6000 series), and the Reflex (5000 series) is one major feature added to each series. The Reflex sports the basic ""Lift & Cut"" system. The Advantage is the same but include a lotion dispenser. The Quadra's ""Lift and Cut"" system has two types of head with a slot and hole. The Spectra series has what the Quadra does, but include a comfort control. Both the Quadra and Spectra don't have lotion dispenser. There are also more special features that can be found in each series by looking at the 2nd digit. For example the Spectra 8894 have a digital screen where the bare-bone lower number Spectra 8825 have just a green light.
The performances, Norelco vs. Braun:
I have soft hair in the beard area and thicker hair around the lips (mustache and chin area). The Norelco does a superior job in the beard area; it cut it clean with a couple of strokes. When using the Braun (older model 4501), I sometime have to use a long trimmer and then go back over with the coil. The Norelco three individual heads move over the sides of the face a lot better. Braun does do a superior job over the mustache area. It coils has more and bigger holes then Norelco. The Spectra with it dual slot and hole head is good but takes longer time to cut down the thicker stub. The old Braun battery (NH-) is dying on me. Norelco battery (NiCd) is replaceable and you use it charged or just plug and play, which the Braun could not do. Overall, I prefer the Norelco's design.
The features I like:
I am still playing with the Personal Comfort Control and am not sure if it is necessary. The more sensitive the level is the long it takes to cut so far. The long hair trimmer is great, but that is almost standard in most models, but not the Advantage's Series. Plug and play is great, since I don't travel every day. Cleaning is simple; just rinse it in the sink. I like the solid construction the Norelco's design is, the rotating machine is fun to use and is very smooth.",Norelco replaced my old Braun,"['get', 'first', 'norelco', 'model', 'xl', 'year', 'use', 'braun', 'consider', 'two', 'brand', 'top', 'electrical', 'shaving', 'industry', 'aspect', 'found', 'norelco', 'reign', 'braun', 'aspect', 'braun', 'much', 'well', 'question', 'ask', 'type', 'hair', 'try', 'shave', 'let', 'first', 'look', 'norelco', 'series', 'different', 'norelco', 'spectra', 'series', 'quadra', 'series', 'advantage', 'series', 'reflex', 'series', 'one', 'major', 'feature', 'add', 'series', 'reflex', 'sport', 'basic', 'lift', 'cut', 'system', 'advantage', 'include', 'lotion', 'dispenser', 'quadra', 'lift', 'cut', 'system', 'two', 'type', 'head', 'slot', 'hole', 'spectra', 'series', 'quadra', 'include', 'comfort', 'control', 'quadra', 'spectra', 'nt', 'lotion', 'dispenser', 'also', 'special', 'feature', 'find', 'series', 'look', 'nd', 'digit', 'example', 'spectra', 'digital', 'screen', 'barebone', 'low', 'number', 'spectra', 'green', 'light', 'performance', 'norelco', 'vs', 'braun', 'soft', 'hair', 'beard', 'area', 'thick', 'hair', 'around', 'lip', 'mustache', 'chin', 'area', 'norelco', 'superior', 'job', 'beard', 'area', 'cut', 'clean', 'couple', 'stroke', 'use', 'braun', 'old', 'model', 'sometime', 'use', 'long', 'trimmer', 'go', 'back', 'coil', 'norelco', 'three', 'individual', 'head', 'move', 'side', 'face', 'lot', 'well', 'braun', 'superior', 'job', 'mustache', 'area', 'coil', 'big', 'hole', 'norelco', 'spectra', 'dual', 'slot', 'hole', 'head', 'good', 'take', 'long', 'time', 'cut', 'thick', 'stub', 'old', 'braun', 'battery', 'nh', 'die', 'norelco', 'battery', 'nicd', 'replaceable', 'use', 'charge', 'plug', 'play', 'braun', 'could', 'overall', 'prefer', 'norelco', 'design', 'feature', 'like', 'still', 'play', 'personal', 'comfort', 'control', 'sure', 'necessary', 'sensitive', 'level', 'long', 'take', 'cut', 'far', 'long', 'hair', 'trimmer', 'great', 'almost', 'standard', 'model', 'advantage', 'series', 'plug', 'play', 'great', 'since', 'nt', 'travel', 'every', 'day', 'clean', 'simple', 'rinse', 'sink', 'like', 'solid', 'construction', 'norelco', 'design', 'rotate', 'machine', 'fun', 'use', 'smooth']"
4.0,"I am very happy with the close shave from this shaver, my previous shaver was a Braun and this gives me a closer shave in less time. It is also very quiet in operation.

My only knock is that the owners manual says that the charger needs to be unpluged after charging is complete.  This is quite inconvient.",A Quality Electric Shaver,"['happy', 'close', 'shave', 'shaver', 'previous', 'shaver', 'braun', 'give', 'close', 'shave', 'less', 'time', 'also', 'quiet', 'operation', 'knock', 'owner', 'manual', 'say', 'charger', 'need', 'unpluged', 'charge', 'complete', 'quite', 'inconvient']"
4.0,"This is my chance to see if the reviews you read here are from real people that got the product.. :)

I got this shaver a month ago..

I was using a regular wet razor and got tired of having to run to work with a piece of toilet paper so I could clean the blood coming out of my face.

It was also a pain in the butt having to spread the shaving cream, and then get rid of it every day.

Now I am using the Spectra and I'm very happy with it.

The instructions tell you to give up to 3 weeks for your face to get used to the new shaving system.

But in my opinion, it is just a way for them to make you LEARN first how to use the machine. I did not notice any differences in the skin or shave after the ""getting used to"" period compared to the first day I used the Norelco.

But I do not mean that there is no difference in the skin.

You feel the skin a lot better and softer after the fist shave with this system vs. the razor.

I am still learning how to get the best shave with it.

I have shaved my face to the point that I got a CLOSER shave than the razor a few times. And other times I get a just OK shave, but not as close as before.

I think it depends on how the hair reacts to the machine any given day.

Sometimes I spend more time to get the same results as other days. But no more than 5 minutes.

I always used it in normal mode. This way it is supposed to be the fastest.

My tip to you would be this:

The instructions tell you to shave with your face clean.

But if you shave right after taking your daily shower, is like your face gets humid and less slippery for the Norelco.

I had better results with my face really dry. So I clean my face the night before and shave when I wake up, before taking my shower. This way I have my face clean and really dry.

Sometimes you have to make more than a gentle pressure with the heads on your face to catch and cut the hair closer.

I got some irritation in my lower part of the neck a few times... it is a little difficult to catch the hairs in that area.. may be because the skin is softer in there.

The battery last a lot.

It is a very practical machine, and comes with a pouch so I can shave the mornings I wake up at my girlfriend's home.

No more blood for me. But take care with your lip. Once i catch it a little with the spectra and got a bad feeling in it for a few days.

I think that with some more time, I will perfect the technique and always get the shave I want with the Spectra 8825XL.

I recommend this machine to anyone. It is great.

Sorry for my bad English.. I speak Spanish.

Good luck!!",It is great - but not perfect,"['chance', 'see', 'review', 'read', 'real', 'people', 'get', 'product', 'get', 'shaver', 'month', 'ago', 'use', 'regular', 'wet', 'razor', 'get', 'tired', 'run', 'work', 'piece', 'toilet', 'paper', 'could', 'clean', 'blood', 'come', 'face', 'also', 'pain', 'butt', 'spread', 'shaving', 'cream', 'get', 'rid', 'every', 'day', 'use', 'spectra', 'happy', 'instruction', 'tell', 'give', 'week', 'face', 'get', 'use', 'new', 'shaving', 'system', 'opinion', 'way', 'make', 'learn', 'first', 'use', 'machine', 'notice', 'difference', 'skin', 'shave', 'get', 'use', 'period', 'compare', 'first', 'day', 'use', 'norelco', 'mean', 'difference', 'skin', 'feel', 'skin', 'lot', 'well', 'soft', 'fist', 'shave', 'system', 'vs', 'razor', 'still', 'learn', 'get', 'good', 'shave', 'shave', 'face', 'point', 'get', 'close', 'shave', 'razor', 'time', 'time', 'get', 'ok', 'shave', 'close', 'think', 'depend', 'hair', 'react', 'machine', 'give', 'day', 'sometimes', 'spend', 'time', 'get', 'result', 'day', 'minute', 'always', 'use', 'normal', 'mode', 'way', 'suppose', 'fast', 'tip', 'would', 'instruction', 'tell', 'shave', 'face', 'clean', 'shave', 'right', 'take', 'daily', 'shower', 'like', 'face', 'get', 'humid', 'less', 'slippery', 'norelco', 'well', 'result', 'face', 'really', 'dry', 'clean', 'face', 'night', 'shave', 'wake', 'take', 'shower', 'way', 'face', 'clean', 'really', 'dry', 'sometimes', 'make', 'gentle', 'pressure', 'head', 'face', 'catch', 'cut', 'hair', 'close', 'get', 'irritation', 'low', 'part', 'neck', 'time', 'little', 'difficult', 'catch', 'hair', 'area', 'may', 'skin', 'soft', 'battery', 'last', 'lot', 'practical', 'machine', 'come', 'pouch', 'shave', 'morning', 'wake', 'girlfriend', 'home', 'blood', 'take', 'care', 'lip', 'catch', 'little', 'spectra', 'get', 'bad', 'feel', 'day', 'think', 'time', 'perfect', 'technique', 'always', 'get', 'shave', 'want', 'spectra', 'xl', 'mend', 'machine', 'anyone', 'great', 'sorry', 'bad', 'english', 'speak', 'spanish', 'good', 'luck']"
1.0,"I have been using a cordless razor for 10 or so years now.  This is the worst one yet, and the first one to give me a rash every time I use it.  I don't have sensitive skin and it still bothers me on sensitive mode.  I am still loking for a replacement for me pre Gillete Braun Razor.  It was amazing.",Slow and iritates neck,"['use', 'cordless', 'razor', 'year', 'bad', 'one', 'yet', 'first', 'one', 'give', 'rash', 'every', 'time', 'use', 'nt', 'sensitive', 'skin', 'still', 'bothers', 'sensitive', 'mode', 'still', 'loking', 'replacement', 'pre', 'gillete', 'braun', 'razor', 'amazing']"
5.0,"Well this is the first shaving system that I have owned so I cannot compare it with others in the market. But yes definitely this one is really good. It gives a nice shave, easy to handle, easy to clean and absolutely maintenance free.",Excellent Shaving System,"['well', 'first', 'shaving', 'system', 'own', 'compare', 'other', 'market', 'yes', 'definitely', 'one', 'really', 'good', 'give', 'nice', 'shave', 'easy', 'handle', 'easy', 'clean', 'absolutely', 'maintenance', 'free']"
4.0,"I'm almost 50 and have been using an electric razor most of my shaving life. When my trusty Norelco needed replacing, my wife bought me the latest self-cleaning Braun for a Christmas gift. I liked some aspects of it, but it always had a hard time shaving my neck area without going back over it a lot of times. Replacing the cutter and screen every 6 months or so helped keep it from getting progressively worse, but after a couple of years, I thought I would try something different.

I read MANY reviews and decided to try the Norelco Spectra system. I've been using it for several months now and I can tell you the difference on my neck is like night and day. The Norelco is MUCH faster and smoother than the Braun and cuts very close after only a couple of passes. I was amazed at how much better it was than even my old triple-head Norelco.

If I were to have ANY negative, it would be the charging system. The first problem is, if you provide a recharging ""stand"", then the logic (IMO) should be that the stand be allowed to be plugged in 24/7 with the razor in it, without any adverse affects. However, MANY places in the manual tell you DOING THIS WILL SHORTEN THE LIFE OF YOUR BATTERY.

Because they use a NiCad battery, they ask that you only recharge it when it runs low to avoid the ""memory"" effect and associated diminished capacity. I can understand that, but the second problem is, it gets fully charged in only 4 hours! After that, you are supposed to remove it from, or unplug, the stand to avoid overcharging. Unfortunately, most of us shave in the morning before a work day, then don't return for at least 9-10 hours. In my case, a 12 or even 24 hour charge would be far more convenient. What's so hot about a ""4-hour charge"" anyway?? OK, how about I push a button to start the charge cycle, and it automatically shuts off when fully charged! How easy is that? (Gee, that's exactly how my Braun worked.)

Being an Electrical Engineer myself, I'm sometimes overly critical of things like this. OK, if it were me, (are you listening Norelco???) I would have used a NiMH battery that didn't have to be ""deep cycled"", then use a lower current ""trickle charge"" base that could be left on 24/7. A side benefit is when you pack for a trip and grab your razor, you KNOW it's always 100% charged and will probably have enough juice to last the entire trip without dragging the charger along.

OK, maybe the charger is not as bad as I make it out to be. I just think it could be better. I give it 3 stars, while the razor itself gets a full 5 stars.",Very close and comfortable shave,"['almost', 'use', 'electric', 'razor', 'shaving', 'life', 'trusty', 'norelco', 'need', 'replace', 'wife', 'buy', 'late', 'selfcleane', 'braun', 'christmas', 'gift', 'like', 'aspect', 'always', 'hard', 'time', 'shaving', 'neck', 'area', 'without', 'go', 'back', 'lot', 'time', 'replace', 'cutter', 'screen', 'every', 'month', 'help', 'keep', 'get', 'progressively', 'bad', 'couple', 'year', 'think', 'would', 'try', 'something', 'different', 'read', 'many', 'review', 'decide', 'try', 'norelco', 'spectra', 'system', 'use', 'several', 'month', 'tell', 'difference', 'neck', 'like', 'night', 'day', 'norelco', 'much', 'fast', 'smoother', 'braun', 'cut', 'close', 'couple', 'pass', 'amazed', 'much', 'well', 'even', 'old', 'triplehead', 'norelco', 'negative', 'would', 'charge', 'system', 'first', 'problem', 'provide', 'recharge', 'stand', 'logic', 'imo', 'stand', 'allow', 'plug', 'razor', 'without', 'adverse', 'affect', 'however', 'many', 'place', 'manual', 'tell', 'shorten', 'life', 'battery', 'use', 'nicad', 'battery', 'ask', 'recharge', 'run', 'low', 'avoid', 'memory', 'effect', 'associated', 'diminish', 'capacity', 'understand', 'second', 'problem', 'get', 'fully', 'charge', 'hour', 'suppose', 'remove', 'unplug', 'stand', 'avoid', 'overcharge', 'unfortunately', '-PRON-', 'shave', 'morning', 'work', 'day', 'nt', 'return', 'least', 'hour', 'case', 'even', 'hour', 'charge', 'would', 'far', 'convenient', 'hot', 'hour', 'charge', 'anyway', 'ok', 'push', 'button', 'start', 'charge', 'cycle', 'automatically', 'shut', 'fully', 'charge', 'easy', 'gee', 'exactly', 'braun', 'work', 'electrical', 'engineer', 'sometimes', 'overly', 'critical', 'thing', 'like', 'ok', 'listen', 'norelco', 'would', 'use', 'nimh', 'battery', 'nt', 'deep', 'cycle', 'use', 'low', 'current', 'trickle', 'charge', 'base', 'could', 'left', 'side', 'benefit', 'pack', 'trip', 'grab', 'razor', 'know', 'always', 'charge', 'probably', 'enough', 'juice', 'last', 'entire', 'trip', 'without', 'drag', 'charger', 'along', 'ok', 'maybe', 'charger', 'bad', 'make', 'think', 'could', 'well', 'give', 'star', 'razor', 'get', 'full', 'star']"
5.0,"My Electric Shaver was everything I wanted.  I saved so much money, great service, great product, and got here quicker than expected.. Thank you, I'll shop with you again..",GREAT,"['electric', 'shaver', 'everything', 'want', 'save', 'much', 'money', 'great', 'service', 'great', 'product', 'get', 'quick', 'expect', 'thank', 'shop']"
4.0,Easy to use. Short time to recharge the baterie. Long life batery and it is appropriate o sensitive skin.,as I wish,"['easy', 'use', 'short', 'time', 'recharge', 'baterie', 'long', 'life', 'batery', 'appropriate', 'sensitive', 'skin']"
4.0,I bought the 8825XL when it was on sale for $70 as my first electric razor.  Its not a bad device but didn't live up to my high hopes.  I doubt I would pay MSRP for the device or even anything over $75 but I don't have any specific complaints.,Hot deal worthy with a steep MSRP,"['buy', 'xl', 'sale', 'first', 'electric', 'razor', 'bad', 'device', 'nt', 'live', 'high', 'hope', 'doubt', 'would', 'pay', 'msrp', 'device', 'even', 'anything', 'nt', 'specific', 'complaint']"
5.0,"After a couple of years of Braun, I was ready to switch back to Norelco.  I picked this shaver because of the deep discount, figuring that the Personal Comfort Setting gismo was just a marketing ploy.  But I find I really do like it.  At the ""sensitive"" setting, I am able to shave with a very light touch, an experience I prefer to the ""normal"" setting.  And I like the Norelco MUCH better than the Braun.",Surprise!  I like the Personal Comfort Setting.,"['couple', 'year', 'braun', 'ready', 'switch', 'back', 'norelco', 'pick', 'shaver', 'deep', 'discount', 'figure', 'personal', 'comfort', 'set', 'gismo', 'marketing', 'ploy', 'find', 'really', 'like', 'sensitive', 'set', 'able', 'shave', 'light', 'touch', 'experience', 'prefer', 'normal', 'set', 'like', 'norelco', 'much', 'well', 'braun']"
4.0,"So far I have had this product for 2 weeks.

Norelco 8825XL gives a much closer shave than my previous norelco product which I had a few yrs ago. Easy to clean as well.

Nothing negative to report so far.",Norelco 8825XL,"['far', 'product', 'week', 'norelco', 'xl', 'give', 'much', 'close', 'shave', 'previous', 'norelco', 'product', 'yrs', 'ago', 'easy', 'clean', 'well', 'nothing', 'negative', 'report', 'far']"
3.0,"The decision to buy or not buy this product should be based on you liking or not Phillishaves.

If you know you like to shave with this kind of shaver, this product is one of the best out there, for a nice price.

I just didn't like it much because it doesn't cut close enough (Mach3 does a much better job), and it is quite hard and painful to shave the neck.

Just don't give up on the first days, your experience with this product will improve significantly after 2 or 3 weeks of exclusive use. The manual says that and it is true.",Do not cut close enough and irritates my neck,"['decision', 'buy', 'buy', 'product', 'base', 'like', 'phillishave', 'know', 'like', 'shave', 'kind', 'shaver', 'product', 'one', 'good', 'nice', 'price', 'nt', 'like', 'much', 'nt', 'cut', 'close', 'enough', 'mach', 'much', 'well', 'job', 'quite', 'hard', 'painful', 'shave', 'neck', 'nt', 'give', 'first', 'day', 'experience', 'product', 'improve', 'significantly', 'week', 'exclusive', 'use', 'manual', 'say', 'true']"
